composite,ground_truth,map,mrr,ndcg@10,ndcg@100,ndcg@5,ndcg@50,p@10,p@100,p@5,p@50
0.7702569436974599,proxy,1.0,1.0,0.6934444979338795,0.9107817627173692,0.7616781173376767,0.7451156491017338,1.0,1.0,1.0,1.0
0.7655636614809361,eval_rubric,1.0,1.0,0.6987252776496224,0.8895112213417888,0.7175281508191775,0.7206700755204162,1.0,1.0,1.0,1.0
